partei;wahlkreis_id;jahr;anzahl
MLPD;263;2021;59
DKP;263;2021;16
dieBasis;263;2021;2340
Bündnis C;263;2021;158
BÜRGERBEWEGUNG;263;2021;177
BÜNDNIS21;263;2021;55
Wir Bürger (2021: LKR);263;2021;31
Die Humanisten;263;2021;85
Verjüngungsforschung (2021: Gesundheitsforschung);263;2021;161
Team Todenhöfer;263;2021;685
Volt;263;2021;336
CDU;264;2021;44987
SPD;264;2021;37753
GRÜNE;264;2021;27098
FDP;264;2021;30999
AfD;264;2021;15474
DIE LINKE;264;2021;5001
Tierschutzpartei;264;2021;1958
Die PARTEI;264;2021;1495
FREIE WÄHLER;264;2021;2452
PIRATEN;264;2021;902
ÖDP;264;2021;473
HEIMAT (2021: NPD);264;2021;121
DiB;264;2021;187
MLPD;264;2021;77
DKP;264;2021;39
dieBasis;264;2021;3477
Bündnis C;264;2021;402
BÜRGERBEWEGUNG;264;2021;201
BÜNDNIS21;264;2021;43
Wir Bürger (2021: LKR);264;2021;44
Die Humanisten;264;2021;166
Verjüngungsforschung (2021: Gesundheitsforschung);264;2021;178
Team Todenhöfer;264;2021;768
Volt;264;2021;454
CDU;265;2021;42297
SPD;265;2021;37284
GRÜNE;265;2021;31433
FDP;265;2021;27611
AfD;265;2021;14313
DIE LINKE;265;2021;5275
Tierschutzpartei;265;2021;1743
Die PARTEI;265;2021;1462
FREIE WÄHLER;265;2021;2765
PIRATEN;265;2021;615
ÖDP;265;2021;554
HEIMAT (2021: NPD);265;2021;120
DiB;265;2021;149
MLPD;265;2021;82
DKP;265;2021;30
dieBasis;265;2021;2514
Bündnis C;265;2021;293
BÜRGERBEWEGUNG;265;2021;241
BÜNDNIS21;265;2021;51
Wir Bürger (2021: LKR);265;2021;45
Die Humanisten;265;2021;183
Verjüngungsforschung (2021: Gesundheitsforschung);265;2021;136
Team Todenhöfer;265;2021;1120
Volt;265;2021;526
CDU;266;2021;46315
SPD;266;2021;41369
GRÜNE;266;2021;29048
FDP;266;2021;30783
AfD;266;2021;18702
DIE LINKE;266;2021;4851
Tierschutzpartei;266;2021;2054
Die PARTEI;266;2021;1719
FREIE WÄHLER;266;2021;3248
PIRATEN;266;2021;619
ÖDP;266;2021;592
HEIMAT (2021: NPD);266;2021;220
DiB;266;2021;250
MLPD;266;2021;30
DKP;266;2021;21
dieBasis;266;2021;3078
Bündnis C;266;2021;384
BÜRGERBEWEGUNG;266;2021;283
BÜNDNIS21;266;2021;57
Wir Bürger (2021: LKR);266;2021;46
Die Humanisten;266;2021;174
Verjüngungsforschung (2021: Gesundheitsforschung);266;2021;223
Team Todenhöfer;266;2021;809
Volt;266;2021;561
CDU;267;2021;43325
SPD;267;2021;40961
GRÜNE;267;2021;23476
FDP;267;2021;29386
AfD;267;2021;23828
DIE LINKE;267;2021;5137
Tierschutzpartei;267;2021;2076
Die PARTEI;267;2021;2041
FREIE WÄHLER;267;2021;3278
PIRATEN;267;2021;606
ÖDP;267;2021;527
HEIMAT (2021: NPD);267;2021;314
DiB;267;2021;140
MLPD;267;2021;106
DKP;267;2021;28
dieBasis;267;2021;2857
Bündnis C;267;2021;437
BÜRGERBEWEGUNG;267;2021;217
BÜNDNIS21;267;2021;73
Wir Bürger (2021: LKR);267;2021;46
Die Humanisten;267;2021;272
Verjüngungsforschung (2021: Gesundheitsforschung);267;2021;250
Team Todenhöfer;267;2021;1145
Volt;267;2021;529
CDU;268;2021;41947
SPD;268;2021;37272
GRÜNE;268;2021;22734
FDP;268;2021;27850
AfD;268;2021;21787
DIE LINKE;268;2021;4980
Tierschutzpartei;268;2021;1977
Die PARTEI;268;2021;1672
FREIE WÄHLER;268;2021;2941
PIRATEN;268;2021;608
ÖDP;268;2021;716
HEIMAT (2021: NPD);268;2021;332
DiB;268;2021;107
MLPD;268;2021;67
DKP;268;2021;25
dieBasis;268;2021;4005
Bündnis C;268;2021;650
BÜRGERBEWEGUNG;268;2021;201
BÜNDNIS21;268;2021;61
Wir Bürger (2021: LKR);268;2021;40
Die Humanisten;268;2021;144
Verjüngungsforschung (2021: Gesundheitsforschung);268;2021;242
Team Todenhöfer;268;2021;419
Volt;268;2021;453
CDU;269;2021;34991
SPD;269;2021;29341
GRÜNE;269;2021;18579
FDP;269;2021;21397
AfD;269;2021;15979
DIE LINKE;269;2021;3927
Tierschutzpartei;269;2021;1646
Die PARTEI;269;2021;1485
FREIE WÄHLER;269;2021;2026
PIRATEN;269;2021;576
ÖDP;269;2021;338
HEIMAT (2021: NPD);269;2021;188
DiB;269;2021;91
MLPD;269;2021;70
DKP;269;2021;15
dieBasis;269;2021;3114
Bündnis C;269;2021;370
BÜRGERBEWEGUNG;269;2021;168
BÜNDNIS21;269;2021;42
Wir Bürger (2021: LKR);269;2021;31
Die Humanisten;269;2021;124
Verjüngungsforschung (2021: Gesundheitsforschung);269;2021;178
Team Todenhöfer;269;2021;477
Volt;269;2021;271
CDU;270;2021;45852
SPD;270;2021;39468
GRÜNE;270;2021;21226
FDP;270;2021;24562
AfD;270;2021;17937
DIE LINKE;270;2021;4538
Tierschutzpartei;270;2021;1770
Die PARTEI;270;2021;1469
FREIE WÄHLER;270;2021;3610
PIRATEN;270;2021;556
ÖDP;270;2021;439
HEIMAT (2021: NPD);270;2021;226
DiB;270;2021;138
MLPD;270;2021;87
DKP;270;2021;56
dieBasis;270;2021;3375
Bündnis C;270;2021;274
BÜRGERBEWEGUNG;270;2021;170
BÜNDNIS21;270;2021;43
Wir Bürger (2021: LKR);270;2021;37
Die Humanisten;270;2021;141
Verjüngungsforschung (2021: Gesundheitsforschung);270;2021;210
Team Todenhöfer;270;2021;644
Volt;270;2021;417
CDU;271;2021;27998
SPD;271;2021;33828
GRÜNE;271;2021;44011
FDP;271;2021;20615
AfD;271;2021;10774
DIE LINKE;271;2021;8910
Tierschutzpartei;271;2021;1608
Die PARTEI;271;2021;1851
FREIE WÄHLER;271;2021;1438
PIRATEN;271;2021;622
ÖDP;271;2021;385
HEIMAT (2021: NPD);271;2021;71
DiB;271;2021;182
MLPD;271;2021;89
DKP;271;2021;44
dieBasis;271;2021;2863
Bündnis C;271;2021;322
BÜRGERBEWEGUNG;271;2021;101
BÜNDNIS21;271;2021;34
Wir Bürger (2021: LKR);271;2021;23
Die Humanisten;271;2021;463
Verjüngungsforschung (2021: Gesundheitsforschung);271;2021;138
Team Todenhöfer;271;2021;785
Volt;271;2021;1313
KlimalisteBW;271;2021;0
CDU;272;2021;42831
SPD;272;2021;38474
GRÜNE;272;2021;26969
FDP;272;2021;24660
AfD;272;2021;15869
DIE LINKE;272;2021;4483
Tierschutzpartei;272;2021;2287
Die PARTEI;272;2021;1478
FREIE WÄHLER;272;2021;3001
PIRATEN;272;2021;525
ÖDP;272;2021;330
HEIMAT (2021: NPD);272;2021;143
DiB;272;2021;128
MLPD;272;2021;26
DKP;272;2021;20
dieBasis;272;2021;2991
Bündnis C;272;2021;548
BÜRGERBEWEGUNG;272;2021;198
BÜNDNIS21;272;2021;69
Wir Bürger (2021: LKR);272;2021;60
Die Humanisten;272;2021;245
Verjüngungsforschung (2021: Gesundheitsforschung);272;2021;197
Team Todenhöfer;272;2021;569
Volt;272;2021;532
CDU;273;2021;41495
SPD;273;2021;36442
GRÜNE;273;2021;21926
FDP;273;2021;21250
AfD;273;2021;16333
DIE LINKE;273;2021;4280
Tierschutzpartei;273;2021;2026
Die PARTEI;273;2021;1099
FREIE WÄHLER;273;2021;3000
PIRATEN;273;2021;546
ÖDP;273;2021;199
HEIMAT (2021: NPD);273;2021;144
DiB;273;2021;120
MLPD;273;2021;25
DKP;273;2021;17
dieBasis;273;2021;3272
Bündnis C;273;2021;101
BÜRGERBEWEGUNG;273;2021;170
BÜNDNIS21;273;2021;56
Wir Bürger (2021: LKR);273;2021;35
Die Humanisten;273;2021;132
Verjüngungsforschung (2021: Gesundheitsforschung);273;2021;187
Team Todenhöfer;273;2021;453
Volt;273;2021;492
KlimalisteBW;273;2021;0
CDU;274;2021;36783
SPD;274;2021;40275
GRÜNE;274;2021;45314
FDP;274;2021;23240
AfD;274;2021;10821
DIE LINKE;274;2021;8624
Tierschutzpartei;274;2021;1761
Die PARTEI;274;2021;1470
FREIE WÄHLER;274;2021;2011
PIRATEN;274;2021;486
ÖDP;274;2021;367
HEIMAT (2021: NPD);274;2021;114
DiB;274;2021;161
MLPD;274;2021;65
DKP;274;2021;43
dieBasis;274;2021;2466
Bündnis C;274;2021;184
BÜRGERBEWEGUNG;274;2021;97
BÜNDNIS21;274;2021;44
Wir Bürger (2021: LKR);274;2021;33
Die Humanisten;274;2021;379
Verjüngungsforschung (2021: Gesundheitsforschung);274;2021;186
Team Todenhöfer;274;2021;624
Volt;274;2021;1256
KlimalisteBW;274;2021;0
CDU;275;2021;25682
SPD;275;2021;35651
GRÜNE;275;2021;29814
FDP;275;2021;18515
AfD;275;2021;12846
DIE LINKE;275;2021;7066
Tierschutzpartei;275;2021;2178
Die PARTEI;275;2021;1471
FREIE WÄHLER;275;2021;1871
PIRATEN;275;2021;529
ÖDP;275;2021;241
HEIMAT (2021: NPD);275;2021;146
DiB;275;2021;146
MLPD;275;2021;81
DKP;275;2021;58
dieBasis;275;2021;1845
Bündnis C;275;2021;146
BÜRGERBEWEGUNG;275;2021;136
BÜNDNIS21;275;2021;50
Wir Bürger (2021: LKR);275;2021;23
Die Humanisten;275;2021;200
Verjüngungsforschung (2021: Gesundheitsforschung);275;2021;216
Team Todenhöfer;275;2021;1212
Volt;275;2021;844
KlimalisteBW;275;2021;0
CDU;276;2021;48866
SPD;276;2021;35578
GRÜNE;276;2021;17748
FDP;276;2021;20943
AfD;276;2021;19208
DIE LINKE;276;2021;4084
Tierschutzpartei;276;2021;1911
Die PARTEI;276;2021;1563
FREIE WÄHLER;276;2021;4701
PIRATEN;276;2021;510
ÖDP;276;2021;590
HEIMAT (2021: NPD);276;2021;246
DiB;276;2021;99
MLPD;276;2021;23
DKP;276;2021;13
dieBasis;276;2021;2724
Bündnis C;276;2021;270
BÜRGERBEWEGUNG;276;2021;195
BÜNDNIS21;276;2021;60
Wir Bürger (2021: LKR);276;2021;42
Die Humanisten;276;2021;127
Verjüngungsforschung (2021: Gesundheitsforschung);276;2021;260
Team Todenhöfer;276;2021;345
Volt;276;2021;388
CDU;277;2021;38871
SPD;277;2021;35847
GRÜNE;277;2021;24072
FDP;277;2021;21941
AfD;277;2021;15701
DIE LINKE;277;2021;4320
Tierschutzpartei;277;2021;2033
Die PARTEI;277;2021;1362
FREIE WÄHLER;277;2021;2620
PIRATEN;277;2021;546
ÖDP;277;2021;275
HEIMAT (2021: NPD);277;2021;244
DiB;277;2021;104
MLPD;277;2021;33
DKP;277;2021;33
dieBasis;277;2021;2436
Bündnis C;277;2021;363
BÜRGERBEWEGUNG;277;2021;142
BÜNDNIS21;277;2021;31
Wir Bürger (2021: LKR);277;2021;45
Die Humanisten;277;2021;134
Verjüngungsforschung (2021: Gesundheitsforschung);277;2021;234
Team Todenhöfer;277;2021;614
Volt;277;2021;681
CDU;278;2021;38866
SPD;278;2021;34434
GRÜNE;278;2021;20858
FDP;278;2021;21978
AfD;278;2021;17462
DIE LINKE;278;2021;4125
Tierschutzpartei;278;2021;2726
Die PARTEI;278;2021;1527
FREIE WÄHLER;278;2021;3258
PIRATEN;278;2021;457
ÖDP;278;2021;217
HEIMAT (2021: NPD);278;2021;193
DiB;278;2021;103
MLPD;278;2021;20
DKP;278;2021;20
dieBasis;278;2021;2416
Bündnis C;278;2021;198
BÜRGERBEWEGUNG;278;2021;202
BÜNDNIS21;278;2021;51
Wir Bürger (2021: LKR);278;2021;24
Die Humanisten;278;2021;160
Verjüngungsforschung (2021: Gesundheitsforschung);278;2021;257
Team Todenhöfer;278;2021;680
Volt;278;2021;544
CDU;279;2021;39324
SPD;279;2021;34262
GRÜNE;279;2021;21213
FDP;279;2021;26504
AfD;279;2021;22028
DIE LINKE;279;2021;4342
Tierschutzpartei;279;2021;3276
Die PARTEI;279;2021;1532
FREIE WÄHLER;279;2021;2914
PIRATEN;279;2021;561
ÖDP;279;2021;318
HEIMAT (2021: NPD);279;2021;218
DiB;279;2021;115
MLPD;279;2021;62
DKP;279;2021;18
dieBasis;279;2021;2428
Bündnis C;279;2021;819
BÜRGERBEWEGUNG;279;2021;866
BÜNDNIS21;279;2021;55
Wir Bürger (2021: LKR);279;2021;52
Die Humanisten;279;2021;177
Verjüngungsforschung (2021: Gesundheitsforschung);279;2021;206
Team Todenhöfer;279;2021;710
Volt;279;2021;617
CDU;280;2021;42841
SPD;280;2021;28571
GRÜNE;280;2021;17301
FDP;280;2021;26770
AfD;280;2021;19473
DIE LINKE;280;2021;3656
Tierschutzpartei;280;2021;2232
Die PARTEI;280;2021;1155
FREIE WÄHLER;280;2021;3076
PIRATEN;280;2021;477
ÖDP;280;2021;451
HEIMAT (2021: NPD);280;2021;197
DiB;280;2021;109
MLPD;280;2021;29
DKP;280;2021;28
dieBasis;280;2021;2992
Bündnis C;280;2021;795
BÜRGERBEWEGUNG;280;2021;202
BÜNDNIS21;280;2021;48
Wir Bürger (2021: LKR);280;2021;98
Die Humanisten;280;2021;116
Verjüngungsforschung (2021: Gesundheitsforschung);280;2021;189
Team Todenhöfer;280;2021;529
Volt;280;2021;253
KlimalisteBW;280;2021;0
CDU;281;2021;31296
SPD;281;2021;38183
GRÜNE;281;2021;56861
FDP;281;2021;19145
AfD;281;2021;8854
DIE LINKE;281;2021;12429
Tierschutzpartei;281;2021;2092
Die PARTEI;281;2021;1719
FREIE WÄHLER;281;2021;1821
PIRATEN;281;2021;475
ÖDP;281;2021;571
HEIMAT (2021: NPD);281;2021;60
DiB;281;2021;220
MLPD;281;2021;74
DKP;281;2021;19
dieBasis;281;2021;3779
Bündnis C;281;2021;281
BÜRGERBEWEGUNG;281;2021;96
BÜNDNIS21;281;2021;35
Wir Bürger (2021: LKR);281;2021;27
Die Humanisten;281;2021;280
Verjüngungsforschung (2021: Gesundheitsforschung);281;2021;145
Team Todenhöfer;281;2021;610
Volt;281;2021;801
KlimalisteBW;281;2021;0
CDU;282;2021;38501
SPD;282;2021;41834
GRÜNE;282;2021;32817
FDP;282;2021;24669
AfD;282;2021;14195
DIE LINKE;282;2021;5532
Tierschutzpartei;282;2021;2479
Die PARTEI;282;2021;1698
FREIE WÄHLER;282;2021;2784
PIRATEN;282;2021;734
ÖDP;282;2021;357
HEIMAT (2021: NPD);282;2021;150
DiB;282;2021;164
MLPD;282;2021;73
DKP;282;2021;32
dieBasis;282;2021;4136
Bündnis C;282;2021;592
BÜRGERBEWEGUNG;282;2021;195
BÜNDNIS21;282;2021;60
Wir Bürger (2021: LKR);282;2021;63
Die Humanisten;282;2021;146
Verjüngungsforschung (2021: Gesundheitsforschung);282;2021;228
Team Todenhöfer;282;2021;676
Volt;282;2021;454
V-Partei³;282;2021;0
CDU;283;2021;41323
SPD;283;2021;39727
GRÜNE;283;2021;28724
FDP;283;2021;22136
AfD;283;2021;14971
DIE LINKE;283;2021;5209
Tierschutzpartei;283;2021;3122
Die PARTEI;283;2021;1514
FREIE WÄHLER;283;2021;3146
PIRATEN;283;2021;568
ÖDP;283;2021;676
HEIMAT (2021: NPD);283;2021;168
DiB;283;2021;168
MLPD;283;2021;22
DKP;283;2021;24
dieBasis;283;2021;3147
Bündnis C;283;2021;332
BÜRGERBEWEGUNG;283;2021;169
BÜNDNIS21;283;2021;64
Wir Bürger (2021: LKR);283;2021;31
Die Humanisten;283;2021;120
Verjüngungsforschung (2021: Gesundheitsforschung);283;2021;181
Team Todenhöfer;283;2021;477
Volt;283;2021;553
CDU;284;2021;40210
SPD;284;2021;33043
GRÜNE;284;2021;23083
FDP;284;2021;22799
AfD;284;2021;15320
DIE LINKE;284;2021;4423
Tierschutzpartei;284;2021;2290
Die PARTEI;284;2021;1465
FREIE WÄHLER;284;2021;3729
PIRATEN;284;2021;580
ÖDP;284;2021;288
HEIMAT (2021: NPD);284;2021;146
DiB;284;2021;139
MLPD;284;2021;19
DKP;284;2021;19
dieBasis;284;2021;5471
Bündnis C;284;2021;173
BÜRGERBEWEGUNG;284;2021;230
BÜNDNIS21;284;2021;62
Wir Bürger (2021: LKR);284;2021;43
Die Humanisten;284;2021;139
Verjüngungsforschung (2021: Gesundheitsforschung);284;2021;221
Team Todenhöfer;284;2021;867
Volt;284;2021;441
CDU;285;2021;40818
SPD;285;2021;27523
GRÜNE;285;2021;16036
FDP;285;2021;26768
AfD;285;2021;19747
DIE LINKE;285;2021;3320
Tierschutzpartei;285;2021;1965
Die PARTEI;285;2021;973
FREIE WÄHLER;285;2021;2726
PIRATEN;285;2021;549
ÖDP;285;2021;827
HEIMAT (2021: NPD);285;2021;221
DiB;285;2021;106
MLPD;285;2021;12
DKP;285;2021;24
dieBasis;285;2021;4135
Bündnis C;285;2021;299
BÜRGERBEWEGUNG;285;2021;188
BÜNDNIS21;285;2021;65
Wir Bürger (2021: LKR);285;2021;37
Die Humanisten;285;2021;243
Verjüngungsforschung (2021: Gesundheitsforschung);285;2021;216
Team Todenhöfer;285;2021;644
Volt;285;2021;371
CDU;286;2021;32309
SPD;286;2021;25814
GRÜNE;286;2021;16181
FDP;286;2021;19696
AfD;286;2021;13097
DIE LINKE;286;2021;3062
Tierschutzpartei;286;2021;1602
Die PARTEI;286;2021;843
FREIE WÄHLER;286;2021;2390
PIRATEN;286;2021;442
ÖDP;286;2021;276
HEIMAT (2021: NPD);286;2021;196
DiB;286;2021;100
MLPD;286;2021;58
DKP;286;2021;40
dieBasis;286;2021;3819
Bündnis C;286;2021;292
BÜRGERBEWEGUNG;286;2021;152
BÜNDNIS21;286;2021;51
Wir Bürger (2021: LKR);286;2021;33
Die Humanisten;286;2021;107
Verjüngungsforschung (2021: Gesundheitsforschung);286;2021;189
Team Todenhöfer;286;2021;416
Volt;286;2021;357
CDU;287;2021;36209
SPD;287;2021;32657
GRÜNE;287;2021;32913
FDP;287;2021;23509
AfD;287;2021;13341
DIE LINKE;287;2021;5804
Tierschutzpartei;287;2021;1928
Die PARTEI;287;2021;1643
FREIE WÄHLER;287;2021;2204
PIRATEN;287;2021;546
ÖDP;287;2021;463
HEIMAT (2021: NPD);287;2021;141
DiB;287;2021;140
MLPD;287;2021;33
DKP;287;2021;35
dieBasis;287;2021;3022
Bündnis C;287;2021;221
BÜRGERBEWEGUNG;287;2021;167
BÜNDNIS21;287;2021;45
Wir Bürger (2021: LKR);287;2021;103
Die Humanisten;287;2021;164
Verjüngungsforschung (2021: Gesundheitsforschung);287;2021;141
Team Todenhöfer;287;2021;401
Volt;287;2021;570
CDU;288;2021;35595
SPD;288;2021;30782
GRÜNE;288;2021;23294
FDP;288;2021;18422
AfD;288;2021;11265
DIE LINKE;288;2021;3895
Tierschutzpartei;288;2021;1732
Die PARTEI;288;2021;894
FREIE WÄHLER;288;2021;2534
PIRATEN;288;2021;471
ÖDP;288;2021;469
HEIMAT (2021: NPD);288;2021;110
DiB;288;2021;113
MLPD;288;2021;34
DKP;288;2021;17
dieBasis;288;2021;3634
Bündnis C;288;2021;216
BÜRGERBEWEGUNG;288;2021;160
BÜNDNIS21;288;2021;53
Wir Bürger (2021: LKR);288;2021;28
Die Humanisten;288;2021;102
Verjüngungsforschung (2021: Gesundheitsforschung);288;2021;155
Team Todenhöfer;288;2021;391
Volt;288;2021;656
CDU;289;2021;39504
SPD;289;2021;31535
GRÜNE;289;2021;24197
FDP;289;2021;25288
AfD;289;2021;15652
DIE LINKE;289;2021;5081
Tierschutzpartei;289;2021;1700
Die PARTEI;289;2021;1239
FREIE WÄHLER;289;2021;2434
PIRATEN;289;2021;552
ÖDP;289;2021;329
HEIMAT (2021: NPD);289;2021;151
DiB;289;2021;105
MLPD;289;2021;79
DKP;289;2021;21
dieBasis;289;2021;2442
Bündnis C;289;2021;445
BÜRGERBEWEGUNG;289;2021;205
BÜNDNIS21;289;2021;71
Wir Bürger (2021: LKR);289;2021;49
Die Humanisten;289;2021;176
Verjüngungsforschung (2021: Gesundheitsforschung);289;2021;180
Team Todenhöfer;289;2021;689
Volt;289;2021;451
CDU;290;2021;34775
SPD;290;2021;32576
GRÜNE;290;2021;37424
FDP;290;2021;22678
AfD;290;2021;12548
DIE LINKE;290;2021;8231
Tierschutzpartei;290;2021;1777
Die PARTEI;290;2021;1292
FREIE WÄHLER;290;2021;1978
PIRATEN;290;2021;532
ÖDP;290;2021;503
HEIMAT (2021: NPD);290;2021;132
DiB;290;2021;223
MLPD;290;2021;50
DKP;290;2021;42
dieBasis;290;2021;2666
Bündnis C;290;2021;323
BÜRGERBEWEGUNG;290;2021;147
BÜNDNIS21;290;2021;37
Wir Bürger (2021: LKR);290;2021;36
Die Humanisten;290;2021;208
Verjüngungsforschung (2021: Gesundheitsforschung);290;2021;155
Team Todenhöfer;290;2021;838
Volt;290;2021;610
CDU;291;2021;46805
SPD;291;2021;36418
GRÜNE;291;2021;31238
FDP;291;2021;25389
AfD;291;2021;16046
DIE LINKE;291;2021;5377
Tierschutzpartei;291;2021;2491
Die PARTEI;291;2021;1529
FREIE WÄHLER;291;2021;3808
PIRATEN;291;2021;914
ÖDP;291;2021;515
HEIMAT (2021: NPD);291;2021;173
DiB;291;2021;143
MLPD;291;2021;87
DKP;291;2021;36
dieBasis;291;2021;2566
Bündnis C;291;2021;353
BÜRGERBEWEGUNG;291;2021;212
BÜNDNIS21;291;2021;68
Wir Bürger (2021: LKR);291;2021;63
Die Humanisten;291;2021;310
Verjüngungsforschung (2021: Gesundheitsforschung);291;2021;252
Team Todenhöfer;291;2021;820
Volt;291;2021;552
KlimalisteBW;291;2021;0
CDU;292;2021;40472
SPD;292;2021;23152
GRÜNE;292;2021;18070
FDP;292;2021;19163
AfD;292;2021;14308
DIE LINKE;292;2021;2967
Tierschutzpartei;292;2021;1921
Die PARTEI;292;2021;1175
FREIE WÄHLER;292;2021;4155
PIRATEN;292;2021;559
ÖDP;292;2021;1191
HEIMAT (2021: NPD);292;2021;158
DiB;292;2021;122
MLPD;292;2021;12
DKP;292;2021;16
dieBasis;292;2021;3207
Bündnis C;292;2021;241
BÜRGERBEWEGUNG;292;2021;200
BÜNDNIS21;292;2021;43
Wir Bürger (2021: LKR);292;2021;27
Die Humanisten;292;2021;117
Verjüngungsforschung (2021: Gesundheitsforschung);292;2021;189
Team Todenhöfer;292;2021;433
Volt;292;2021;332
CDU;293;2021;36571
SPD;293;2021;26989
GRÜNE;293;2021;23635
FDP;293;2021;21611
AfD;293;2021;11916
DIE LINKE;293;2021;3905
Tierschutzpartei;293;2021;1433
Die PARTEI;293;2021;1345
FREIE WÄHLER;293;2021;2526
PIRATEN;293;2021;490
ÖDP;293;2021;555
HEIMAT (2021: NPD);293;2021;94
DiB;293;2021;133
MLPD;293;2021;27
DKP;293;2021;32
dieBasis;293;2021;3862
Bündnis C;293;2021;202
BÜRGERBEWEGUNG;293;2021;158
BÜNDNIS21;293;2021;52
Wir Bürger (2021: LKR);293;2021;49
Die Humanisten;293;2021;117
Verjüngungsforschung (2021: Gesundheitsforschung);293;2021;125
Team Todenhöfer;293;2021;563
Volt;293;2021;458
CDU;294;2021;38927
SPD;294;2021;27750
GRÜNE;294;2021;25536
FDP;294;2021;21740
AfD;294;2021;12650
DIE LINKE;294;2021;4735
Tierschutzpartei;294;2021;1604
Die PARTEI;294;2021;1373
FREIE WÄHLER;294;2021;3751
PIRATEN;294;2021;536
ÖDP;294;2021;1091
HEIMAT (2021: NPD);294;2021;93
DiB;294;2021;163
MLPD;294;2021;46
DKP;294;2021;18
dieBasis;294;2021;4156
Bündnis C;294;2021;238
BÜRGERBEWEGUNG;294;2021;183
BÜNDNIS21;294;2021;48
Wir Bürger (2021: LKR);294;2021;44
Die Humanisten;294;2021;121
Verjüngungsforschung (2021: Gesundheitsforschung);294;2021;160
Team Todenhöfer;294;2021;570
Volt;294;2021;445
MENSCHLICHE WELT;294;2021;0
CDU;295;2021;39332
SPD;295;2021;26716
GRÜNE;295;2021;15503
FDP;295;2021;23200
AfD;295;2021;16477
DIE LINKE;295;2021;3540
Tierschutzpartei;295;2021;1883
Die PARTEI;295;2021;1335
FREIE WÄHLER;295;2021;2617
PIRATEN;295;2021;510
ÖDP;295;2021;429
HEIMAT (2021: NPD);295;2021;206
DiB;295;2021;83
MLPD;295;2021;114
DKP;295;2021;17
dieBasis;295;2021;2980
Bündnis C;295;2021;258
BÜRGERBEWEGUNG;295;2021;167
BÜNDNIS21;295;2021;47
Wir Bürger (2021: LKR);295;2021;30
Die Humanisten;295;2021;111
Verjüngungsforschung (2021: Gesundheitsforschung);295;2021;182
Team Todenhöfer;295;2021;545
Volt;295;2021;258
CDU;296;2021;28797
SPD;296;2021;53537
DIE LINKE;296;2021;13484
AfD;296;2021;13006
FDP;296;2021;16438
Die PARTEI;296;2021;2764
FREIE WÄHLER;296;2021;2191
HEIMAT (2021: NPD);296;2021;370
PIRATEN;296;2021;1009
MLPD;296;2021;141
dieBasis;296;2021;1923
ÖDP;296;2021;698
Tierschutzpartei;296;2021;3843
Team Todenhöfer;296;2021;748
Volt;296;2021;1525
GRÜNE;296;2021;0
CDU;297;2021;38085
SPD;297;2021;56920
DIE LINKE;297;2021;10512
AfD;297;2021;15651
FDP;297;2021;18872
Die PARTEI;297;2021;2736
FREIE WÄHLER;297;2021;3315
HEIMAT (2021: NPD);297;2021;350
PIRATEN;297;2021;860
MLPD;297;2021;76
dieBasis;297;2021;2221
ÖDP;297;2021;593
Tierschutzpartei;297;2021;4535
Team Todenhöfer;297;2021;599
Volt;297;2021;954
GRÜNE;297;2021;0
CDU;298;2021;36248
SPD;298;2021;51229
DIE LINKE;298;2021;7887
AfD;298;2021;12904
FDP;298;2021;14916
Die PARTEI;298;2021;2276
FREIE WÄHLER;298;2021;2881
HEIMAT (2021: NPD);298;2021;293
PIRATEN;298;2021;741
MLPD;298;2021;59
dieBasis;298;2021;2094
ÖDP;298;2021;595
Tierschutzpartei;298;2021;3808
Team Todenhöfer;298;2021;408
Volt;298;2021;693
GRÜNE;298;2021;0
CDU;299;2021;32004
SPD;299;2021;52091
DIE LINKE;299;2021;9247
AfD;299;2021;16068
FDP;299;2021;15719
Die PARTEI;299;2021;2202
FREIE WÄHLER;299;2021;3359
HEIMAT (2021: NPD);299;2021;362
PIRATEN;299;2021;809
MLPD;299;2021;81
dieBasis;299;2021;1878
ÖDP;299;2021;645
Tierschutzpartei;299;2021;4045
Team Todenhöfer;299;2021;526
Volt;299;2021;847
GRÜNE;299;2021;0
CDU;1;2017;58320
SPD;1;2017;40388
GRÜNE;1;2017;22304
FDP;1;2017;18955
DIE LINKE;1;2017;14002
AfD;1;2017;11653
NPD;1;2017;349
FREIE WÄHLER;1;2017;1195
MLPD;1;2017;59
BGE;1;2017;843
ÖDP;1;2017;297
Die PARTEI;1;2017;2100
Tierschutzpartei;1;2017;0
PIRATEN;1;2017;0
CDU;2;2017;52928
SPD;2;2017;31120
GRÜNE;2;2017;15144
FDP;2;2017;18050
DIE LINKE;2;2017;8589
AfD;2;2017;9030
NPD;2;2017;301
FREIE WÄHLER;2;2017;867
MLPD;2;2017;63
BGE;2;2017;430
ÖDP;2;2017;173
Die PARTEI;2;2017;1376
Tierschutzpartei;2;2017;0
PIRATEN;2;2017;0
CDU;3;2017;47366
SPD;3;2017;29756
GRÜNE;3;2017;12960
FDP;3;2017;17298
DIE LINKE;3;2017;8732
AfD;3;2017;11180
NPD;3;2017;471
FREIE WÄHLER;3;2017;1002
MLPD;3;2017;62
BGE;3;2017;415
ÖDP;3;2017;191
Die PARTEI;3;2017;1445
Tierschutzpartei;3;2017;0
PIRATEN;3;2017;0
CDU;4;2017;56585
SPD;4;2017;35766
